# Table name/description: "Top8000 Leu (tt* and mp* removed)"
# Number of dimensions: 2
# For each dimension, 1 to 2: lower_bound  upper_bound  number_of_bins  wrapping
#   x1: 0.0 360.0 72 true
#   x2: 0.0 360.0 72 true
# List of table coordinates and values. (Value is last number on each line.)
2.5 142.5 8.797550761867896E-6
2.5 147.5 8.797550761867896E-6
2.5 152.5 3.5190203047471584E-5
2.5 157.5 3.5190203047471584E-5
2.5 162.5 3.5190203047471584E-5
2.5 167.5 3.5190203047471584E-5
2.5 172.5 3.5190203047471584E-5
2.5 177.5 8.797550761867896E-6
2.5 182.5 8.797550761867896E-6
7.5 52.5 8.797550761867896E-6
7.5 57.5 8.797550761867896E-6
7.5 62.5 8.797550761867896E-6
7.5 137.5 8.797550761867896E-6
7.5 142.5 8.797550761867896E-6
7.5 147.5 3.5190203047471584E-5
7.5 152.5 3.5190203047471584E-5
7.5 157.5 3.5190203047471584E-5
7.5 162.5 3.5190203047471584E-5
7.5 167.5 3.5190203047471584E-5
7.5 172.5 3.5190203047471584E-5
7.5 177.5 8.797550761867896E-6
7.5 182.5 8.797550761867896E-6
12.5 27.5 8.797550761867896E-6
12.5 32.5 2.6392652285603688E-5
12.5 37.5 3.5190203047471584E-5
12.5 42.5 3.5190203047471584E-5
12.5 47.5 7.038040609494317E-5
12.5 52.5 8.797550761867895E-5
12.5 57.5 9.677305838054686E-5
12.5 62.5 9.677305838054686E-5
12.5 67.5 8.797550761867895E-5
12.5 72.5 3.5190203047471584E-5
12.5 77.5 8.797550761867896E-6
12.5 132.5 8.797550761867896E-6
12.5 137.5 8.797550761867896E-6
12.5 142.5 3.5190203047471584E-5
12.5 147.5 3.5190203047471584E-5
12.5 152.5 4.398775380933948E-5
12.5 157.5 5.2785304571207376E-5
12.5 162.5 6.158285533307528E-5
12.5 167.5 5.2785304571207376E-5
12.5 172.5 3.5190203047471584E-5
12.5 177.5 3.5190203047471584E-5
12.5 182.5 8.797550761867896E-6
17.5 12.5 8.797550761867896E-6
17.5 17.5 8.797550761867896E-6
17.5 22.5 3.5190203047471584E-5
17.5 27.5 8.797550761867895E-5
17.5 32.5 9.677305838054686E-5
17.5 37.5 1.1436815990428265E-4
17.5 42.5 1.8474856599922583E-4
17.5 47.5 2.3753387057043318E-4
17.5 52.5 2.815216243797727E-4
17.5 57.5 3.079142766653764E-4
17.5 62.5 3.079142766653764E-4
17.5 67.5 2.639265228560369E-4
17.5 72.5 1.8474856599922583E-4
17.5 77.5 8.797550761867895E-5
17.5 82.5 3.5190203047471584E-5
17.5 87.5 8.797550761867896E-6
17.5 132.5 8.797550761867896E-6
17.5 137.5 8.797550761867896E-6
17.5 142.5 3.5190203047471584E-5
17.5 147.5 3.5190203047471584E-5
17.5 152.5 6.158285533307528E-5
17.5 157.5 8.797550761867895E-5
17.5 162.5 8.797550761867895E-5
17.5 167.5 7.038040609494317E-5
17.5 172.5 4.398775380933948E-5
17.5 177.5 3.5190203047471584E-5
17.5 182.5 8.797550761867896E-6
22.5 7.5 8.797550761867896E-6
22.5 12.5 3.5190203047471584E-5
22.5 17.5 7.038040609494317E-5
22.5 22.5 1.0557060914241475E-4
22.5 27.5 1.6715346447549002E-4
22.5 32.5 2.111412182848295E-4
22.5 37.5 2.639265228560369E-4
22.5 42.5 3.2550937818911216E-4
22.5 47.5 3.8709223352218744E-4
22.5 52.5 4.486750888552627E-4
22.5 57.5 5.102579441883379E-4
22.5 62.5 5.190554949502059E-4
22.5 67.5 4.838652919027343E-4
22.5 72.5 3.6069958123658374E-4
22.5 77.5 2.3753387057043318E-4
22.5 82.5 9.677305838054686E-5
22.5 87.5 3.5190203047471584E-5
22.5 92.5 8.797550761867896E-6
22.5 97.5 8.797550761867896E-6
22.5 102.5 8.797550761867896E-6
22.5 107.5 8.797550761867896E-6
22.5 112.5 8.797550761867896E-6
22.5 117.5 8.797550761867896E-6
22.5 122.5 8.797550761867896E-6
22.5 127.5 8.797550761867896E-6
22.5 132.5 8.797550761867896E-6
22.5 137.5 3.5190203047471584E-5
22.5 142.5 3.5190203047471584E-5
22.5 147.5 7.038040609494317E-5
22.5 152.5 8.797550761867895E-5
22.5 157.5 8.797550761867895E-5
22.5 162.5 8.797550761867895E-5
22.5 167.5 8.797550761867895E-5
22.5 172.5 7.038040609494317E-5
22.5 177.5 3.5190203047471584E-5
22.5 182.5 2.6392652285603688E-5
22.5 187.5 8.797550761867896E-6
27.5 2.5 8.797550761867896E-6
27.5 7.5 3.5190203047471584E-5
27.5 12.5 8.797550761867895E-5
27.5 17.5 1.2316571066615055E-4
27.5 22.5 2.023436675229616E-4
27.5 27.5 2.463314213323011E-4
27.5 32.5 3.079142766653764E-4
27.5 37.5 3.4310447971284795E-4
27.5 42.5 4.134848858077911E-4
27.5 47.5 5.630432487595453E-4
27.5 52.5 7.038040609494316E-4
27.5 57.5 7.741844670443749E-4
27.5 62.5 8.093746700918465E-4
27.5 67.5 7.477918147587711E-4
27.5 72.5 6.77411408663828E-4
27.5 77.5 4.22282436569659E-4
27.5 82.5 2.639265228560369E-4
27.5 87.5 1.0557060914241475E-4
27.5 92.5 4.398775380933948E-5
27.5 97.5 3.5190203047471584E-5
27.5 102.5 3.5190203047471584E-5
27.5 107.5 2.6392652285603688E-5
27.5 112.5 2.6392652285603688E-5
27.5 117.5 2.6392652285603688E-5
27.5 122.5 3.5190203047471584E-5
27.5 127.5 3.5190203047471584E-5
27.5 132.5 5.2785304571207376E-5
27.5 137.5 7.917795685681106E-5
27.5 142.5 8.797550761867895E-5
