# Table name/description: "Top8000 Met"
# Number of dimensions: 3
# For each dimension, 1 to 3: lower_bound  upper_bound  number_of_bins  wrapping
#   x1: 0.0 360.0 45 true
#   x2: 0.0 360.0 45 true
#   x3: 0.0 360.0 45 true
# List of table coordinates and values. (Value is last number on each line.)
4.0 148.0 92.0 5.5239463072418936E-5
4.0 148.0 100.0 5.5239463072418936E-5
4.0 156.0 76.0 5.5239463072418936E-5
4.0 156.0 84.0 2.2095785228967574E-4
4.0 156.0 92.0 3.3143677843451363E-4
4.0 156.0 100.0 3.3143677843451363E-4
4.0 156.0 108.0 2.2095785228967574E-4
4.0 164.0 76.0 2.2095785228967574E-4
4.0 164.0 84.0 3.3143677843451363E-4
4.0 164.0 92.0 4.419157045793515E-4
4.0 164.0 100.0 3.3143677843451363E-4
4.0 164.0 108.0 3.3143677843451363E-4
4.0 164.0 116.0 1.1047892614483787E-4
4.0 164.0 196.0 1.1047892614483787E-4
4.0 164.0 204.0 2.2095785228967574E-4
4.0 164.0 212.0 1.1047892614483787E-4
4.0 172.0 68.0 5.5239463072418936E-5
4.0 172.0 76.0 3.3143677843451363E-4
4.0 172.0 84.0 4.419157045793515E-4
4.0 172.0 92.0 4.419157045793515E-4
4.0 172.0 100.0 4.419157045793515E-4
4.0 172.0 108.0 3.3143677843451363E-4
4.0 172.0 116.0 1.6571838921725681E-4
4.0 172.0 188.0 1.1047892614483787E-4
4.0 172.0 196.0 2.7619731536209467E-4
4.0 172.0 204.0 3.3143677843451363E-4
4.0 172.0 212.0 2.7619731536209467E-4
4.0 172.0 220.0 5.5239463072418936E-5
4.0 172.0 276.0 5.5239463072418936E-5
4.0 172.0 284.0 1.1047892614483787E-4
4.0 172.0 292.0 1.1047892614483787E-4
4.0 180.0 68.0 5.5239463072418936E-5
4.0 180.0 76.0 3.3143677843451363E-4
4.0 180.0 84.0 4.419157045793515E-4
4.0 180.0 92.0 4.419157045793515E-4
4.0 180.0 100.0 4.419157045793515E-4
4.0 180.0 108.0 3.3143677843451363E-4
4.0 180.0 116.0 1.1047892614483787E-4
