# Table name/description: "Top8000 Tyr and Phe"
# Number of dimensions: 2
# For each dimension, 1 to 2: lower_bound  upper_bound  number_of_bins  wrapping
#   x1: 0.0 360.0 72 true
#   x2: 0.0 180.0 36 true
# List of table coordinates and values. (Value is last number on each line.)
2.5 52.5 1.9587103850824618E-5
2.5 57.5 1.9587103850824618E-5
2.5 62.5 2.9380655776236926E-5
2.5 67.5 3.9174207701649236E-5
2.5 72.5 3.9174207701649236E-5
2.5 77.5 3.9174207701649236E-5
2.5 82.5 2.9380655776236926E-5
2.5 87.5 2.9380655776236926E-5
2.5 92.5 1.9587103850824618E-5
2.5 97.5 9.793551925412309E-6
7.5 47.5 1.9587103850824618E-5
7.5 52.5 2.9380655776236926E-5
7.5 57.5 3.9174207701649236E-5
7.5 62.5 5.876131155247385E-5
7.5 67.5 5.876131155247385E-5
7.5 72.5 5.876131155247385E-5
7.5 77.5 5.876131155247385E-5
7.5 82.5 3.9174207701649236E-5
7.5 87.5 3.9174207701649236E-5
7.5 92.5 1.9587103850824618E-5
7.5 97.5 1.9587103850824618E-5
12.5 42.5 1.9587103850824618E-5
12.5 47.5 3.9174207701649236E-5
12.5 52.5 5.876131155247385E-5
12.5 57.5 1.175226231049477E-4
12.5 62.5 1.6649038273200924E-4
12.5 67.5 1.7628393465742156E-4
12.5 72.5 1.9587103850824617E-4
12.5 77.5 1.6649038273200924E-4
12.5 82.5 1.175226231049477E-4
12.5 87.5 5.876131155247385E-5
12.5 92.5 3.9174207701649236E-5
12.5 97.5 1.9587103850824618E-5
12.5 102.5 9.793551925412309E-6
17.5 37.5 1.9587103850824618E-5
17.5 42.5 3.9174207701649236E-5
17.5 47.5 5.876131155247385E-5
17.5 52.5 1.3710972695577233E-4
17.5 57.5 2.350452462098954E-4
17.5 62.5 4.1132918086731694E-4
17.5 67.5 5.974066674501508E-4
17.5 72.5 8.030712578838093E-4
17.5 77.5 6.463744270772124E-4
17.5 82.5 4.211227327927293E-4
17.5 87.5 1.8607748658283385E-4
17.5 92.5 6.855486347788617E-5
17.5 97.5 3.9174207701649236E-5
17.5 102.5 1.9587103850824618E-5
17.5 107.5 9.793551925412309E-6
22.5 32.5 1.9587103850824618E-5
22.5 37.5 2.9380655776236926E-5
22.5 42.5 5.876131155247385E-5
22.5 47.5 1.6649038273200924E-4
22.5 52.5 3.623614212402554E-4
22.5 57.5 6.757550828534493E-4
22.5 62.5 0.0010283229521682925
22.5 67.5 0.0013808908214831355
22.5 72.5 0.001586555411916794
22.5 77.5 0.0015375876522897324
22.5 82.5 0.0012535746464527756
22.5 87.5 9.20593880988757E-4
22.5 92.5 5.484389078230893E-4
22.5 97.5 2.448387981353077E-4
22.5 102.5 7.834841540329847E-5
22.5 107.5 2.9380655776236926E-5
22.5 112.5 9.793551925412309E-6
27.5 27.5 1.9587103850824618E-5
27.5 32.5 1.9587103850824618E-5
27.5 37.5 3.9174207701649236E-5
27.5 42.5 1.3710972695577233E-4
27.5 47.5 4.1132918086731694E-4
27.5 52.5 8.520390175108709E-4
27.5 57.5 0.0012633681983781877
27.5 62.5 0.0022133427351431817
27.5 67.5 0.0033591883104164217
27.5 72.5 0.004005562737493635
27.5 77.5 0.004103498256747757
27.5 82.5 0.0037215497316566773
27.5 87.5 0.0030360010968778156
27.5 92.5 0.0021545814235907077
27.5 97.5 0.001361303717632311
27.5 102.5 7.93277705958397E-4
27.5 107.5 1.3710972695577233E-4
27.5 112.5 2.9380655776236926E-5
32.5 17.5 9.793551925412309E-6
32.5 22.5 1.9587103850824618E-5
32.5 27.5 2.9380655776236926E-5
32.5 32.5 3.9174207701649236E-5
32.5 37.5 1.077290711795354E-4
32.5 42.5 3.4277431738943077E-4
32.5 47.5 8.520390175108709E-4
32.5 52.5 0.0012633681983781877
32.5 57.5 0.0025561170525326125
32.5 62.5 0.004397304814510126
32.5 67.5 0.0063853958553688256
32.5 72.5 0.008657499902064481
32.5 77.5 0.010204881106279625
32.5 82.5 0.010498687664041995
32.5 87.5 0.00915697105026051
32.5 92.5 0.006326634543816352
32.5 97.5 0.004250401535628942
32.5 102.5 0.0022329298389940065
32.5 107.5 8.520390175108709E-4
32.5 112.5 6.855486347788617E-5
32.5 117.5 1.9587103850824618E-5
37.5 2.5 9.793551925412309E-6
37.5 7.5 1.9587103850824618E-5
37.5 12.5 1.9587103850824618E-5
37.5 17.5 2.9380655776236926E-5
37.5 22.5 3.9174207701649236E-5
37.5 27.5 4.8967759627061544E-5
37.5 32.5 7.834841540329847E-5
37.5 37.5 2.0566459043365847E-4
37.5 42.5 5.974066674501508E-4
37.5 47.5 0.0011262584714224154
37.5 52.5 0.002056645904336585
37.5 57.5 0.004152466016374819
37.5 62.5 0.007305989736357582
37.5 67.5 0.012192972147138324
37.5 72.5 0.01930309084498766
37.5 77.5 0.025806009323461433
37.5 82.5 0.02974301719747718
37.5 87.5 0.027010616210287147
37.5 92.5 0.019753594233556625
37.5 97.5 0.01149762996043405
37.5 102.5 0.005846750499471148
37.5 107.5 0.0025169428448309633
37.5 112.5 7.247228424805108E-4
37.5 117.5 5.876131155247385E-5
37.5 122.5 1.9587103850824618E-5
42.5 2.5 3.9174207701649236E-5
42.5 7.5 5.876131155247385E-5
42.5 12.5 5.876131155247385E-5
42.5 17.5 7.834841540329847E-5
42.5 22.5 8.814196732871078E-5
42.5 27.5 1.175226231049477E-4
42.5 32.5 1.7628393465742156E-4
42.5 37.5 4.0153562894190464E-4
42.5 42.5 8.814196732871077E-4
42.5 47.5 0.001459239236886434
