# Table name/description: "Top8000 Thr"
# Number of dimensions: 1
# For each dimension, 1 to 1: lower_bound  upper_bound  number_of_bins  wrapping
#   x1: 0.0 360.0 360 true
# List of table coordinates and values. (Value is last number on each line.)
0.5 1.3479450577594457E-5
1.5 1.3479450577594457E-5
2.5 1.3479450577594457E-5
3.5 1.3479450577594457E-5
4.5 1.3479450577594457E-5
13.5 1.3479450577594457E-5
14.5 1.3479450577594457E-5
15.5 2.6958901155188914E-5
16.5 2.6958901155188914E-5
17.5 6.739725288797229E-5
18.5 8.087670346556674E-5
19.5 8.087670346556674E-5
20.5 1.3479450577594457E-4
21.5 1.6175340693113348E-4
22.5 1.887123080863224E-4
23.5 2.4263011039670022E-4
24.5 3.100273632846725E-4
25.5 5.391780231037783E-4
26.5 5.930958254141562E-4
27.5 6.739725288797229E-4
28.5 7.548492323452896E-4
29.5 8.626848369660453E-4
30.5 0.0010244382438971788
31.5 0.0012535889037162845
32.5 0.001590575168156146
33.5 0.0019949586854839797
34.5 0.002426301103967002
35.5 0.002951999676493186
36.5 0.0036664105571056925
37.5 0.004502136492916549
38.5 0.006362300672624584
39.5 0.00955693045951447
40.5 0.013978190248965452
41.5 0.017186299486432934
42.5 0.021796271583970236
43.5 0.033482955234744635
44.5 0.048552980980495236
45.5 0.06526749969671236
46.5 0.0938843732729454
47.5 0.14126464205318992
48.5 0.15572809252294875
49.5 0.17974847345222209
50.5 0.19491285535201586
51.5 0.23487942631458342
52.5 0.2772588189305404
53.5 0.3156482941755294
54.5 0.3913354091687223
55.5 0.4627360588782401
56.5 0.5178400528394462
57.5 0.6134363163357461
58.5 0.6664375160068475
59.5 0.7063501691671048
60.5 0.8046018844271907
61.5 0.741073233854988
62.5 0.6948791567255719
63.5 0.6265248628465904
64.5 0.5784032242845781
65.5 0.5102915605159933
66.5 0.4528286627037082
67.5 0.4172563926294364
68.5 0.3575289471201154
69.5 0.2939463787456023
70.5 0.2687532856160783
71.5 0.2271557011336218
72.5 0.20115384096944208
73.5 0.17935756938547184
74.5 0.15412403790421503
75.5 0.13657379325218705
76.5 0.11156941243074932
77.5 0.0766037176324693
78.5 0.05978136331163142
79.5 0.04481917317050157
80.5 0.03020744874438918
81.5 0.020731394988340274
82.5 0.0167819159691051
83.5 0.012980710906223462
84.5 0.01116098507824821
85.5 0.009691724965290414
86.5 0.006429697925512556
87.5 0.0046638898998476825
88.5 0.0036124927547953145
89.5 0.0025476161591653523
90.5 0.002183670993570302
91.5 0.001914081982018413
92.5 0.0016984107727769015
93.5 0.0014018628600698236
94.5 0.0010244382438971788
95.5 8.222464852332619E-4
96.5 7.413697817676951E-4
97.5 6.065752759917505E-4
98.5 4.5830131963821156E-4
99.5 2.830684621294836E-4
100.5 1.887123080863224E-4
101.5 1.3479450577594457E-4
102.5 8.087670346556674E-5
103.5 8.087670346556674E-5
104.5 8.087670346556674E-5
105.5 6.739725288797229E-5
106.5 5.391780231037783E-5
107.5 8.087670346556674E-5
108.5 8.087670346556674E-5
109.5 8.087670346556674E-5
110.5 1.4827395635353904E-4
111.5 1.887123080863224E-4
112.5 2.0219175866391685E-4
113.5 2.561095609742947E-4
114.5 2.830684621294836E-4
115.5 3.100273632846725E-4
116.5 3.504657150174559E-4
117.5 4.043835173278337E-4
118.5 4.313424184830226E-4
119.5 4.71780770215806E-4
120.5 5.391780231037783E-4
121.5 5.391780231037783E-4
122.5 5.391780231037783E-4
123.5 4.71780770215806E-4
124.5 4.313424184830226E-4
125.5 4.043835173278337E-4
126.5 3.504657150174559E-4
127.5 3.100273632846725E-4
128.5 2.830684621294836E-4
129.5 2.4263011039670022E-4
130.5 1.887123080863224E-4
131.5 1.6175340693113348E-4
132.5 1.2131505519835011E-4
133.5 8.087670346556674E-5
134.5 8.087670346556674E-5
135.5 4.043835173278337E-5
136.5 2.6958901155188914E-5
137.5 1.3479450577594457E-5
138.5 1.3479450577594457E-5
139.5 1.3479450577594457E-5
140.5 2.6958901155188914E-5
141.5 2.6958901155188914E-5
142.5 4.043835173278337E-5
143.5 8.087670346556674E-5
144.5 8.087670346556674E-5
145.5 8.087670346556674E-5
146.5 9.43561540431612E-5
147.5 1.4827395635353904E-4
148.5 1.887123080863224E-4
149.5 2.0219175866391685E-4
150.5 2.561095609742947E-4
151.5 2.965479127070781E-4
152.5 3.774246161726448E-4
153.5 5.526574736813728E-4
154.5 5.930958254141562E-4
155.5 6.065752759917505E-4
156.5 6.874519794573173E-4
157.5 7.548492323452896E-4
158.5 8.222464852332619E-4
159.5 9.43561540431612E-4
160.5 0.0010513971450523676
161.5 0.0013344656071818512
162.5 0.0016984107727769015
163.5 0.002089314839527141
164.5 0.002507177807432569
165.5 0.003181150336312292
166.5 0.003949479019235176
167.5 0.0049873967137099495
168.5 0.006712766387642039
169.5 0.007629369026918463
170.5 0.00882904012832437
171.5 0.011605806947308828
172.5 0.01490827233881947
173.5 0.017442409047407226
174.5 0.020825751142383435
175.5 0.0255300793939639
176.5 0.029910900831682102
177.5 0.03604405084448758
178.5 0.04360602261851807
179.5 0.04148974887783574
180.5 0.05130278889832451
181.5 0.06126410287516681
182.5 0.0683542938789815
183.5 0.08079582676210117
184.5 0.08541927831021608
185.5 0.09624327712402443
186.5 0.1028616873576233
187.5 0.13290738269508134
188.5 0.10395352285440845
189.5 0.11570760375807082
190.5 0.12030409640503054
191.5 0.08698289457721703
192.5 0.09868305767856902
193.5 0.07711593675441789
194.5 0.06146629463383072
195.5 0.05487484330138703
196.5 0.04122015986628385
197.5 0.030962297976734467
